customer_id,age,age_group,gender,location,subscription_status,item_purchased,category,size,color,season,purchase_amount,discount_applied,previous_purchases,frequency_of_purchases,purchase_frequency_days,payment_method,shipping_type,review_rating
1725,42,Adult,Male,Delaware,No,Shoes,Footwear,S,Teal,Winter,72,No,21,Weekly,7,PayPal,Free Shipping,3.3
1726,45,Middle-aged,Male,Massachusetts,No,Sunglasses,Accessories,M,Indigo,Spring,33,No,32,Quarterly,90,Venmo,Next Day Air,3.0
1727,57,Middle-aged,Male,Indiana,No,Coat,Outerwear,S,Olive,Summer,28,No,45,Weekly,7,Debit Card,Express,2.8
1728,49,Middle-aged,Male,Virginia,No,Blouse,Clothing,S,Violet,Spring,53,No,19,Monthly,30,PayPal,Express,4.0
1729,23,Young Adult,Male,Wyoming,No,Jeans,Clothing,L,Black,Fall,48,No,1,Every 3 Months,90,Debit Card,Express,4.3
1730,47,Middle-aged,Male,Illinois,No,Shorts,Clothing,M,Brown,Winter,21,No,12,Fortnightly,14,Venmo,Store Pickup,3.8
1731,23,Young Adult,Male,Alabama,No,Shirt,Clothing,S,Silver,Fall,22,No,26,Weekly,7,Credit Card,Free Shipping,4.2
1732,21,Young Adult,Male,Idaho,No,Backpack,Accessories,M,Gray,Fall,87,No,12,Monthly,30,Cash,Next Day Air,3.1
1733,45,Middle-aged,Male,Rhode Island,No,Belt,Accessories,S,Charcoal,Winter,50,No,36,Every 3 Months,90,Cash,Free Shipping,2.6
1734,67,Senior,Male,New York,No,Blouse,Clothing,L,Black,Summer,85,No,22,Annually,365,Credit Card,Express,3.4
1735,31,Young Adult,Male,Missouri,No,Jeans,Clothing,L,Brown,Spring,98,No,16,Quarterly,90,PayPal,Next Day Air,3.1
1736,58,Senior,Male,Texas,No,Dress,Clothing,M,Purple,Winter,34,No,31,Annually,365,Venmo,Express,3.6
1737,57,Middle-aged,Male,Tennessee,No,Shorts,Clothing,M,Purple,Summer,61,No,43,Quarterly,90,Cash,2-Day Shipping,2.6
1738,42,Adult,Male,Ohio,No,Jewelry,Accessories,L,Gray,Summer,98,No,50,Bi-Weekly,14,Venmo,Store Pickup,4.2
1739,60,Senior,Male,Tennessee,No,Handbag,Accessories,M,Green,Spring,61,No,37,Weekly,7,Credit Card,2-Day Shipping,2.9
1740,21,Young Adult,Male,Minnesota,No,Jewelry,Accessories,L,Silver,Winter,98,No,23,Weekly,7,Cash,Express,4.2
1741,69,Senior,Male,Wisconsin,No,Pants,Clothing,L,Charcoal,Fall,21,No,10,Every 3 Months,90,Bank Transfer,Next Day Air,3.3
1742,41,Adult,Male,Delaware,No,Pants,Clothing,XL,Teal,Winter,51,No,20,Monthly,30,Bank Transfer,Next Day Air,3.6
1743,51,Middle-aged,Male,Kansas,No,Sandals,Footwear,XL,White,Spring,80,No,18,Every 3 Months,90,Venmo,Express,4.3
1744,23,Young Adult,Male,Missouri,No,Skirt,Clothing,XL,Brown,Winter,72,No,3,Weekly,7,Bank Transfer,Standard,3.3
1745,57,Middle-aged,Male,Michigan,No,Sunglasses,Accessories,L,Teal,Winter,63,No,23,Weekly,7,PayPal,Standard,3.0
1746,40,Adult,Male,West Virginia,No,Skirt,Clothing,L,Red,Winter,27,No,27,Weekly,7,Cash,Store Pickup,3.6
1747,65,Senior,Male,Alabama,No,Handbag,Accessories,L,Brown,Summer,44,No,44,Fortnightly,14,Bank Transfer,Store Pickup,3.1
1748,61,Senior,Male,New Hampshire,No,Coat,Outerwear,M,Yellow,Winter,23,No,41,Quarterly,90,Venmo,Express,2.9
1749,34,Adult,Male,Montana,No,Skirt,Clothing,L,Teal,Winter,93,No,41,Annually,365,Bank Transfer,2-Day Shipping,3.9
1750,43,Adult,Male,Wyoming,No,Hoodie,Clothing,L,Pink,Fall,70,No,36,Every 3 Months,90,Debit Card,2-Day Shipping,3.2
1751,31,Young Adult,Male,Missouri,No,Sunglasses,Accessories,M,White,Fall,85,No,38,Every 3 Months,90,Venmo,Express,3.1
1752,57,Middle-aged,Male,Ohio,No,Sweater,Clothing,M,Silver,Winter,40,No,34,Annually,365,Cash,2-Day Shipping,3.2
1753,34,Adult,Male,South Dakota,No,Boots,Footwear,L,Blue,Winter,29,No,14,Quarterly,90,Venmo,Store Pickup,3.3
1754,25,Young Adult,Male,Colorado,No,Skirt,Clothing,L,Black,Fall,27,No,23,Fortnightly,14,Credit Card,Next Day Air,4.8
1755,66,Senior,Male,Massachusetts,No,Dress,Clothing,S,Beige,Fall,93,No,18,Fortnightly,14,Credit Card,2-Day Shipping,3.8
1756,56,Middle-aged,Male,Delaware,No,Belt,Accessories,XL,Charcoal,Spring,20,No,45,Monthly,30,Cash,Next Day Air,4.6
1757,49,Middle-aged,Male,New Hampshire,No,Jewelry,Accessories,S,Cyan,Fall,55,No,14,Weekly,7,Bank Transfer,Free Shipping,2.8
1758,19,Young Adult,Male,Michigan,No,Dress,Clothing,L,Yellow,Fall,94,No,48,Annually,365,Debit Card,Standard,3.6
1759,27,Young Adult,Male,Pennsylvania,No,Hat,Accessories,M,Silver,Winter,56,No,17,Bi-Weekly,14,Venmo,Free Shipping,4.3
1760,68,Senior,Male,Louisiana,No,Sweater,Clothing,L,Green,Spring,58,No,1,Weekly,7,PayPal,Next Day Air,4.0
1761,20,Young Adult,Male,Minnesota,No,Skirt,Clothing,XL,Peach,Spring,44,No,39,Weekly,7,PayPal,Standard,3.5
1762,21,Young Adult,Male,Hawaii,No,Hoodie,Clothing,S,Green,Fall,95,No,24,Weekly,7,Cash,2-Day Shipping,4.9
1763,36,Adult,Male,Idaho,No,Sandals,Footwear,M,Brown,Summer,42,No,41,Fortnightly,14,Bank Transfer,Express,3.1
1764,37,Adult,Male,Vermont,No,Jewelry,Accessories,M,Lavender,Winter,93,No,28,Annually,365,PayPal,Store Pickup,3.9
1765,61,Senior,Male,Delaware,No,Dress,Clothing,M,Charcoal,Summer,56,No,34,Quarterly,90,Venmo,Store Pickup,3.0
1766,68,Senior,Male,New Mexico,No,Hoodie,Clothing,M,Orange,Spring,88,No,41,Quarterly,90,Venmo,2-Day Shipping,4.1
1767,60,Senior,Male,Alaska,No,Sweater,Clothing,S,Cyan,Winter,54,No,27,Bi-Weekly,14,Cash,2-Day Shipping,4.3
1768,69,Senior,Male,Minnesota,No,Jewelry,Accessories,L,Lavender,Fall,89,No,46,Fortnightly,14,Debit Card,2-Day Shipping,3.8
1769,25,Young Adult,Male,Nebraska,No,Sandals,Footwear,M,Indigo,Summer,45,No,2,Every 3 Months,90,PayPal,2-Day Shipping,3.9
1770,32,Adult,Male,Alaska,No,Socks,Clothing,L,Brown,Winter,75,No,45,Monthly,30,Cash,Free Shipping,4.3
1771,53,Middle-aged,Male,Michigan,No,Backpack,Accessories,M,Pink,Fall,22,No,34,Weekly,7,Bank Transfer,Express,4.3
1772,46,Middle-aged,Male,Indiana,No,Shirt,Clothing,XL,Turquoise,Fall,82,No,9,Annually,365,Credit Card,Store Pickup,4.7
1773,58,Senior,Male,Hawaii,No,Shoes,Footwear,M,Gold,Summer,34,No,1,Annually,365,Bank Transfer,2-Day Shipping,3.1
1774,21,Young Adult,Male,West Virginia,No,Coat,Outerwear,M,Blue,Summer,92,No,17,Annually,365,PayPal,Free Shipping,2.7
1775,46,Middle-aged,Male,New York,No,Sweater,Clothing,M,Lavender,Spring,78,No,6,Weekly,7,PayPal,Express,3.7
1776,18,Young Adult,Male,Iowa,No,Jacket,Outerwear,M,Violet,Spring,47,No,12,Bi-Weekly,14,Cash,2-Day Shipping,3.3
1777,56,Middle-aged,Male,Arizona,No,Jacket,Outerwear,L,Cyan,Summer,64,No,10,Every 3 Months,90,Venmo,Free Shipping,3.4
1778,18,Young Adult,Male,Minnesota,No,Sneakers,Footwear,L,Purple,Winter,44,No,4,Fortnightly,14,Cash,Free Shipping,4.7
1779,49,Middle-aged,Male,Texas,No,Belt,Accessories,M,Red,Winter,94,No,8,Bi-Weekly,14,Debit Card,Store Pickup,4.9
1780,29,Young Adult,Male,Virginia,No,Scarf,Accessories,M,Charcoal,Winter,62,No,41,Weekly,7,Venmo,Free Shipping,4.3
1781,67,Senior,Male,North Dakota,No,Jewelry,Accessories,S,Gray,Summer,81,No,49,Weekly,7,Credit Card,Next Day Air,4.2
1782,31,Young Adult,Male,Iowa,No,T-shirt,Clothing,M,Pink,Fall,33,No,49,Quarterly,90,Bank Transfer,Express,3.7
1783,52,Middle-aged,Male,Utah,No,Pants,Clothing,M,Lavender,Fall,88,No,40,Fortnightly,14,Bank Transfer,Next Day Air,2.7
1784,42,Adult,Male,Ohio,No,Handbag,Accessories,L,Lavender,Winter,49,No,30,Monthly,30,Credit Card,Free Shipping,3.3
1785,32,Adult,Male,Louisiana,No,Backpack,Accessories,L,Yellow,Summer,31,No,4,Quarterly,90,Debit Card,Standard,4.8
1786,47,Middle-aged,Male,Iowa,No,Gloves,Accessories,S,Peach,Fall,29,No,22,Monthly,30,Venmo,Next Day Air,4.1
1787,45,Middle-aged,Male,Maryland,No,Jacket,Outerwear,M,Brown,Spring,34,No,22,Monthly,30,Venmo,2-Day Shipping,4.6
1788,20,Young Adult,Male,Montana,No,Sweater,Clothing,L,Gold,Fall,38,No,10,Quarterly,90,Bank Transfer,2-Day Shipping,4.9
1789,66,Senior,Male,Illinois,No,Blouse,Clothing,L,Pink,Summer,41,No,23,Bi-Weekly,14,Cash,Store Pickup,3.1
1790,52,Middle-aged,Male,Arizona,No,Blouse,Clothing,L,Peach,Spring,34,No,43,Quarterly,90,Debit Card,2-Day Shipping,3.0
1791,50,Middle-aged,Male,North Carolina,No,Gloves,Accessories,S,Violet,Summer,26,No,31,Bi-Weekly,14,PayPal,Store Pickup,3.7
1792,62,Senior,Male,Montana,No,Jeans,Clothing,S,Purple,Winter,98,No,38,Annually,365,Cash,Store Pickup,4.0
1793,38,Adult,Male,Iowa,No,Sneakers,Footwear,M,Peach,Fall,59,No,22,Every 3 Months,90,Debit Card,Express,3.0
1794,65,Senior,Male,Iowa,No,Hat,Accessories,S,White,Fall,92,No,45,Every 3 Months,90,Cash,Store Pickup,3.8
1795,60,Senior,Male,Ohio,No,Backpack,Accessories,L,Indigo,Spring,40,No,21,Fortnightly,14,Debit Card,Express,3.7
1796,68,Senior,Male,Wisconsin,No,Jeans,Clothing,S,Violet,Fall,20,No,9,Fortnightly,14,Debit Card,2-Day Shipping,4.0
1797,62,Senior,Male,South Carolina,No,Skirt,Clothing,S,Brown,Spring,35,No,34,Weekly,7,Venmo,Store Pickup,3.1
1798,62,Senior,Male,Oregon,No,Belt,Accessories,L,Maroon,Spring,35,No,26,Weekly,7,Venmo,2-Day Shipping,3.9
1799,40,Adult,Male,North Dakota,No,Dress,Clothing,L,Magenta,Winter,82,No,1,Weekly,7,Cash,Express,3.7
1800,32,Adult,Male,California,No,Hoodie,Clothing,M,Charcoal,Fall,48,No,47,Weekly,7,Venmo,Express,3.9
1801,22,Young Adult,Male,Mississippi,No,Coat,Outerwear,XL,Indigo,Winter,58,No,30,Weekly,7,Credit Card,Express,2.7
1802,33,Adult,Male,New Jersey,No,Sweater,Clothing,M,Turquoise,Spring,57,No,48,Fortnightly,14,Debit Card,Express,3.9
1803,57,Middle-aged,Male,Rhode Island,No,Shorts,Clothing,L,Turquoise,Winter,96,No,31,Bi-Weekly,14,Venmo,Store Pickup,2.6
1804,60,Senior,Male,New Hampshire,No,Sneakers,Footwear,S,Gray,Summer,97,No,33,Fortnightly,14,Venmo,Free Shipping,3.5
1805,30,Young Adult,Male,Louisiana,No,Sweater,Clothing,L,Peach,Winter,42,No,39,Weekly,7,Credit Card,Next Day Air,4.4
1806,41,Adult,Male,Arizona,No,T-shirt,Clothing,L,Gold,Spring,62,No,46,Weekly,7,Debit Card,Store Pickup,4.9
1807,58,Senior,Male,Rhode Island,No,Handbag,Accessories,M,Green,Fall,67,No,24,Annually,365,Venmo,Standard,3.9
1808,34,Adult,Male,Vermont,No,Sneakers,Footwear,L,Gold,Summer,46,No,37,Fortnightly,14,Venmo,Standard,3.5
1809,67,Senior,Male,Tennessee,No,Jacket,Outerwear,M,Lavender,Spring,71,No,7,Monthly,30,Debit Card,Next Day Air,4.3
1810,58,Senior,Male,Alaska,No,Backpack,Accessories,S,Blue,Fall,99,No,6,Fortnightly,14,Debit Card,Free Shipping,3.4
1811,41,Adult,Male,Maryland,No,Jeans,Clothing,M,Magenta,Fall,28,No,16,Bi-Weekly,14,Cash,Standard,2.7
1812,42,Adult,Male,Wisconsin,No,Belt,Accessories,L,Blue,Summer,77,No,33,Annually,365,Bank Transfer,Standard,3.6
1813,50,Middle-aged,Male,Nevada,No,Boots,Footwear,S,Blue,Summer,63,No,18,Bi-Weekly,14,PayPal,Express,4.9
1814,40,Adult,Male,Illinois,No,Shorts,Clothing,M,Olive,Spring,62,No,24,Weekly,7,PayPal,Free Shipping,3.5
1815,32,Adult,Male,Montana,No,Jeans,Clothing,M,White,Summer,92,No,24,Quarterly,90,Cash,Free Shipping,3.8
1816,51,Middle-aged,Male,New Mexico,No,Shoes,Footwear,L,White,Winter,72,No,48,Every 3 Months,90,Credit Card,2-Day Shipping,4.5
1817,26,Young Adult,Male,Virginia,No,Hat,Accessories,M,Purple,Summer,79,No,4,Weekly,7,Cash,Express,4.0
1818,32,Adult,Male,Delaware,No,T-shirt,Clothing,M,White,Summer,27,No,20,Weekly,7,Cash,Free Shipping,4.7
1819,58,Senior,Male,North Carolina,No,Sunglasses,Accessories,M,White,Fall,39,No,47,Every 3 Months,90,Debit Card,Express,3.8
1820,51,Middle-aged,Male,Nevada,No,Socks,Clothing,S,Peach,Spring,86,No,50,Quarterly,90,Cash,Next Day Air,4.5
1821,19,Young Adult,Male,Washington,No,Shirt,Clothing,XL,Gold,Fall,94,No,31,Monthly,30,PayPal,Express,5.0
1822,57,Middle-aged,Male,Maine,No,Shorts,Clothing,M,Teal,Spring,53,No,29,Quarterly,90,PayPal,Express,2.8
1823,66,Senior,Male,Connecticut,No,Shirt,Clothing,S,Cyan,Summer,85,No,4,Annually,365,Cash,Standard,4.4
1824,62,Senior,Male,Louisiana,No,Socks,Clothing,L,Pink,Fall,50,No,40,Bi-Weekly,14,Bank Transfer,Free Shipping,4.7
1825,58,Senior,Male,Illinois,No,Pants,Clothing,XL,Magenta,Winter,47,No,31,Monthly,30,Cash,Express,3.8
1826,23,Young Adult,Male,South Dakota,No,Boots,Footwear,M,Pink,Winter,75,No,41,Weekly,7,Credit Card,Next Day Air,4.9
1827,45,Middle-aged,Male,Indiana,No,T-shirt,Clothing,M,Turquoise,Winter,60,No,44,Annually,365,Debit Card,Express,4.2
1828,20,Young Adult,Male,Vermont,No,T-shirt,Clothing,S,Pink,Spring,36,No,31,Weekly,7,Bank Transfer,2-Day Shipping,4.9
1829,33,Adult,Male,New Hampshire,No,Coat,Outerwear,L,Gray,Spring,80,No,45,Every 3 Months,90,Cash,Express,3.9
1830,30,Young Adult,Male,Oregon,No,Hat,Accessories,M,White,Spring,96,No,50,Quarterly,90,Credit Card,2-Day Shipping,4.9
1831,50,Middle-aged,Male,Kansas,No,Sunglasses,Accessories,M,Blue,Winter,80,No,7,Annually,365,Venmo,Express,4.8
1832,62,Senior,Male,Maine,No,Blouse,Clothing,M,Cyan,Summer,71,No,5,Every 3 Months,90,Bank Transfer,Free Shipping,3.3
1833,69,Senior,Male,Louisiana,No,Jewelry,Accessories,M,Blue,Fall,29,No,48,Monthly,30,Cash,Free Shipping,4.6
1834,34,Adult,Male,Louisiana,No,Jewelry,Accessories,M,Yellow,Spring,53,No,19,Fortnightly,14,PayPal,2-Day Shipping,4.5
1835,49,Middle-aged,Male,Indiana,No,Skirt,Clothing,M,Charcoal,Summer,35,No,39,Fortnightly,14,Venmo,2-Day Shipping,4.1
1836,65,Senior,Male,Kentucky,No,Scarf,Accessories,M,Lavender,Fall,75,No,45,Quarterly,90,Credit Card,2-Day Shipping,3.2
1837,66,Senior,Male,South Carolina,No,Pants,Clothing,M,Teal,Fall,52,No,35,Monthly,30,Credit Card,2-Day Shipping,4.2
1838,41,Adult,Male,Montana,No,Hat,Accessories,M,Beige,Winter,77,No,8,Monthly,30,Venmo,Free Shipping,4.8
1839,37,Adult,Male,Vermont,No,Gloves,Accessories,L,Blue,Fall,24,No,11,Quarterly,90,Credit Card,Next Day Air,4.1
1840,32,Adult,Male,Mississippi,No,Shirt,Clothing,XL,Purple,Winter,78,No,32,Annually,365,Cash,Store Pickup,3.7
1841,42,Adult,Male,Wyoming,No,Sandals,Footwear,M,Gold,Winter,98,No,46,Every 3 Months,90,Bank Transfer,Store Pickup,2.6
1842,31,Young Adult,Male,Vermont,No,Socks,Clothing,L,Blue,Winter,57,No,7,Every 3 Months,90,PayPal,Standard,3.0
1843,61,Senior,Male,Alabama,No,Handbag,Accessories,M,Black,Summer,78,No,1,Annually,365,Debit Card,Express,4.4
1844,36,Adult,Male,Kentucky,No,Jacket,Outerwear,M,Charcoal,Fall,76,No,32,Monthly,30,Credit Card,Next Day Air,4.7
1845,60,Senior,Male,South Dakota,No,Shorts,Clothing,M,Purple,Spring,26,No,31,Annually,365,Credit Card,2-Day Shipping,2.7
1846,51,Middle-aged,Male,Delaware,No,Sandals,Footwear,M,Orange,Winter,78,No,39,Quarterly,90,Bank Transfer,2-Day Shipping,2.8
1847,68,Senior,Male,Wisconsin,No,Scarf,Accessories,M,Yellow,Summer,53,No,9,Quarterly,90,Venmo,Standard,2.9
1848,46,Middle-aged,Male,Arizona,No,Sandals,Footwear,XL,Cyan,Summer,100,No,49,Weekly,7,Credit Card,Free Shipping,4.4
1849,19,Young Adult,Male,Maine,No,Jeans,Clothing,XL,Yellow,Winter,73,No,34,Every 3 Months,90,Cash,Express,2.7
1850,30,Young Adult,Male,New Mexico,No,Skirt,Clothing,M,Maroon,Winter,40,No,35,Monthly,30,Bank Transfer,Store Pickup,4.5
1851,51,Middle-aged,Male,Wyoming,No,Gloves,Accessories,S,Black,Winter,76,No,50,Weekly,7,Debit Card,Store Pickup,2.8
1852,28,Young Adult,Male,Delaware,No,Skirt,Clothing,S,Lavender,Fall,80,No,4,Fortnightly,14,Bank Transfer,Free Shipping,3.1
1853,41,Adult,Male,Pennsylvania,No,Sweater,Clothing,XL,Violet,Winter,80,No,32,Weekly,7,Cash,Store Pickup,3.8
1854,29,Young Adult,Male,North Dakota,No,Blouse,Clothing,XL,Olive,Spring,67,No,11,Fortnightly,14,PayPal,Express,2.9
1855,25,Young Adult,Male,Kentucky,No,Sweater,Clothing,M,Teal,Spring,61,No,49,Annually,365,Credit Card,Express,3.8
1856,60,Senior,Male,Rhode Island,No,Shirt,Clothing,XL,Teal,Spring,76,No,9,Annually,365,Cash,Standard,4.7
1857,63,Senior,Male,Arizona,No,Jewelry,Accessories,XL,Beige,Summer,55,No,30,Bi-Weekly,14,PayPal,Free Shipping,3.2
1858,51,Middle-aged,Male,Colorado,No,T-shirt,Clothing,L,Maroon,Summer,85,No,33,Monthly,30,Cash,Next Day Air,4.0
1859,22,Young Adult,Male,Maine,No,Scarf,Accessories,S,Peach,Spring,69,No,8,Annually,365,Debit Card,2-Day Shipping,4.9
1860,54,Middle-aged,Male,New Jersey,No,Belt,Accessories,L,Beige,Summer,26,No,29,Fortnightly,14,Debit Card,Store Pickup,3.7
1861,18,Young Adult,Male,Kansas,No,T-shirt,Clothing,M,Silver,Summer,64,No,4,Monthly,30,Credit Card,Next Day Air,4.8
1862,29,Young Adult,Male,South Dakota,No,Sneakers,Footwear,S,Peach,Fall,60,No,19,Monthly,30,Debit Card,Standard,3.6
1863,59,Senior,Male,New Hampshire,No,Gloves,Accessories,M,Turquoise,Winter,36,No,10,Fortnightly,14,PayPal,Express,4.6
1864,25,Young Adult,Male,Connecticut,No,Sandals,Footwear,L,Orange,Spring,21,No,39,Monthly,30,Debit Card,2-Day Shipping,4.3
1865,19,Young Adult,Male,Wyoming,No,Backpack,Accessories,S,Cyan,Fall,72,No,21,Quarterly,90,Venmo,2-Day Shipping,3.2
1866,56,Middle-aged,Male,Missouri,No,Pants,Clothing,S,Silver,Summer,62,No,12,Monthly,30,Bank Transfer,Store Pickup,3.8
1867,31,Young Adult,Male,Alaska,No,T-shirt,Clothing,XL,Gold,Winter,44,No,9,Fortnightly,14,Credit Card,Standard,4.2
1868,45,Middle-aged,Male,Delaware,No,Skirt,Clothing,M,Brown,Fall,52,No,20,Quarterly,90,Venmo,2-Day Shipping,3.4
1869,23,Young Adult,Male,Indiana,No,Gloves,Accessories,M,Silver,Spring,58,No,44,Fortnightly,14,Cash,Next Day Air,4.7
1870,18,Young Adult,Male,West Virginia,No,Blouse,Clothing,S,Beige,Spring,77,No,16,Every 3 Months,90,Debit Card,2-Day Shipping,3.9
1871,43,Adult,Male,Wyoming,No,Blouse,Clothing,L,Violet,Spring,99,No,27,Fortnightly,14,Debit Card,Store Pickup,4.3
1872,56,Middle-aged,Male,Illinois,No,Jeans,Clothing,XL,Violet,Fall,96,No,14,Every 3 Months,90,Cash,Standard,2.7
1873,43,Adult,Male,Alaska,No,T-shirt,Clothing,M,Lavender,Summer,64,No,24,Monthly,30,Credit Card,Standard,4.6
1874,64,Senior,Male,Wisconsin,No,Sweater,Clothing,XL,Red,Fall,44,No,49,Weekly,7,Bank Transfer,Express,2.9
1875,67,Senior,Male,Indiana,No,Pants,Clothing,L,Purple,Fall,33,No,14,Weekly,7,Cash,Free Shipping,3.6
1876,63,Senior,Male,Tennessee,No,Boots,Footwear,M,Brown,Winter,71,No,6,Quarterly,90,Credit Card,Next Day Air,3.9
1877,54,Middle-aged,Male,Illinois,No,Skirt,Clothing,M,Gray,Fall,36,No,20,Quarterly,90,Venmo,Standard,2.6
1878,69,Senior,Male,Pennsylvania,No,Gloves,Accessories,L,Pink,Fall,62,No,3,Annually,365,Credit Card,Express,3.6
1879,34,Adult,Male,Oklahoma,No,Socks,Clothing,L,Magenta,Summer,29,No,5,Monthly,30,Credit Card,Store Pickup,3.4
1880,56,Middle-aged,Male,Tennessee,No,T-shirt,Clothing,L,Charcoal,Spring,33,No,46,Bi-Weekly,14,Cash,Express,3.5
1881,34,Adult,Male,New Jersey,No,Blouse,Clothing,L,Yellow,Fall,33,No,8,Monthly,30,Debit Card,2-Day Shipping,3.1
1882,58,Senior,Male,New Jersey,No,Blouse,Clothing,M,Red,Winter,41,No,13,Bi-Weekly,14,Cash,Standard,4.3
1883,44,Adult,Male,Tennessee,No,Scarf,Accessories,L,Blue,Winter,54,No,25,Quarterly,90,Bank Transfer,Store Pickup,5.0
1884,25,Young Adult,Male,Georgia,No,Backpack,Accessories,M,Cyan,Spring,58,No,39,Fortnightly,14,Debit Card,Store Pickup,4.9
1885,27,Young Adult,Male,Arizona,No,Shorts,Clothing,S,Pink,Summer,30,No,15,Bi-Weekly,14,Bank Transfer,Next Day Air,4.3
1886,26,Young Adult,Male,Nevada,No,Jewelry,Accessories,S,Maroon,Winter,53,No,35,Monthly,30,Cash,Standard,4.4
1887,18,Young Adult,Male,Arkansas,No,Gloves,Accessories,L,Beige,Spring,91,No,46,Bi-Weekly,14,Cash,Next Day Air,4.4
1888,64,Senior,Male,North Dakota,No,Hoodie,Clothing,XL,Gold,Fall,44,No,3,Monthly,30,PayPal,Express,3.5
1889,62,Senior,Male,South Dakota,No,Hoodie,Clothing,XL,Turquoise,Winter,89,No,48,Weekly,7,Credit Card,Free Shipping,3.4
1890,59,Senior,Male,North Carolina,No,Skirt,Clothing,L,Peach,Spring,57,No,27,Weekly,7,Bank Transfer,Next Day Air,2.5
1891,36,Adult,Male,Hawaii,No,Sunglasses,Accessories,M,Lavender,Spring,57,No,5,Weekly,7,Credit Card,Store Pickup,3.4
1892,69,Senior,Male,New Hampshire,No,Jewelry,Accessories,M,Gray,Summer,74,No,48,Quarterly,90,Debit Card,Next Day Air,2.6
1893,39,Adult,Male,California,No,Jacket,Outerwear,M,Blue,Fall,30,No,12,Weekly,7,Venmo,2-Day Shipping,4.6
1894,28,Young Adult,Male,Delaware,No,Dress,Clothing,L,Red,Summer,20,No,10,Fortnightly,14,PayPal,Express,3.7
1895,42,Adult,Male,Arizona,No,Hoodie,Clothing,M,Purple,Fall,90,No,48,Bi-Weekly,14,Debit Card,Free Shipping,2.5
1896,31,Young Adult,Male,Washington,No,Jeans,Clothing,L,Indigo,Fall,61,No,3,Monthly,30,Debit Card,Express,4.5
1897,57,Middle-aged,Male,Nevada,No,Sandals,Footwear,M,Gold,Fall,51,No,19,Monthly,30,Venmo,Standard,2.9
1898,53,Middle-aged,Male,Alaska,No,Sunglasses,Accessories,L,Teal,Winter,97,No,11,Fortnightly,14,Debit Card,Free Shipping,2.9
1899,59,Senior,Male,Texas,No,Pants,Clothing,L,Magenta,Fall,97,No,25,Monthly,30,Venmo,Next Day Air,3.5
1900,32,Adult,Male,New York,No,Shorts,Clothing,L,Maroon,Winter,40,No,42,Weekly,7,PayPal,Store Pickup,4.2
1901,65,Senior,Male,Iowa,No,Jewelry,Accessories,S,Blue,Summer,85,No,34,Quarterly,90,Cash,Free Shipping,3.3
1902,56,Middle-aged,Male,Arizona,No,Socks,Clothing,S,Beige,Winter,76,No,50,Quarterly,90,Cash,Store Pickup,3.9
1903,31,Young Adult,Male,New Mexico,No,Sandals,Footwear,S,Olive,Spring,22,No,21,Monthly,30,Venmo,Store Pickup,5.0
1904,59,Senior,Male,North Carolina,No,Pants,Clothing,M,Gold,Summer,63,No,37,Weekly,7,Bank Transfer,Standard,3.3
1905,22,Young Adult,Male,Nevada,No,T-shirt,Clothing,S,Silver,Spring,71,No,46,Monthly,30,Cash,Free Shipping,4.2
1906,47,Middle-aged,Male,Idaho,No,Boots,Footwear,M,Teal,Summer,35,No,14,Fortnightly,14,Bank Transfer,2-Day Shipping,4.9
1907,23,Young Adult,Male,Vermont,No,Backpack,Accessories,M,Green,Spring,30,No,24,Fortnightly,14,PayPal,2-Day Shipping,4.6
1908,69,Senior,Male,New Mexico,No,Skirt,Clothing,L,Orange,Fall,74,No,36,Every 3 Months,90,Credit Card,Store Pickup,4.8
1909,18,Young Adult,Male,Georgia,No,Scarf,Accessories,XL,Charcoal,Winter,71,No,19,Bi-Weekly,14,Debit Card,Next Day Air,2.7
1910,50,Middle-aged,Male,Kentucky,No,Sweater,Clothing,S,Black,Spring,84,No,12,Monthly,30,Credit Card,Store Pickup,4.3
1911,29,Young Adult,Male,New York,No,Sandals,Footwear,S,Yellow,Fall,38,No,13,Quarterly,90,Debit Card,Express,3.8
1912,65,Senior,Male,Arizona,No,Jewelry,Accessories,M,Gray,Spring,81,No,32,Bi-Weekly,14,Debit Card,Express,4.9
1913,29,Young Adult,Male,Colorado,No,Sweater,Clothing,S,Charcoal,Winter,56,No,5,Bi-Weekly,14,Credit Card,2-Day Shipping,3.4
1914,49,Middle-aged,Male,Kentucky,No,Skirt,Clothing,M,Peach,Winter,48,No,29,Annually,365,Cash,Express,3.6
1915,28,Young Adult,Male,Alaska,No,Shorts,Clothing,L,Green,Fall,97,No,40,Fortnightly,14,Credit Card,Standard,3.4
1916,51,Middle-aged,Male,Alabama,No,Backpack,Accessories,M,Magenta,Fall,74,No,44,Weekly,7,Cash,2-Day Shipping,4.7
1917,26,Young Adult,Male,Connecticut,No,Hoodie,Clothing,S,Beige,Winter,50,No,3,Bi-Weekly,14,Debit Card,Next Day Air,3.0
1918,38,Adult,Male,Hawaii,No,Skirt,Clothing,L,Black,Winter,71,No,35,Bi-Weekly,14,PayPal,Free Shipping,3.4
1919,35,Adult,Male,Idaho,No,Skirt,Clothing,S,Purple,Summer,33,No,33,Monthly,30,Debit Card,Standard,4.6
1920,34,Adult,Male,Virginia,No,Backpack,Accessories,M,Olive,Summer,56,No,20,Bi-Weekly,14,PayPal,Express,3.1
